,Open,High,Low,pred
0,140.7900,140.8400,140.5500,140.80865355117453
0,140.7250,140.9500,140.7000,141.057449871236
0,140.5000,140.7500,140.3600,140.75643888338982
0,140.3100,140.3100,140.0300,140.25629140309977
0,140.2500,140.3700,140.1350,140.4260005508701
0,140.2200,140.2650,140.1400,140.36673327696678
0,140.1800,140.3100,140.1600,140.44235610057956
0,140.3500,140.3700,140.1900,140.411207235719
0,140.2750,140.4100,140.2750,140.55788186400562
0,140.1800,140.3000,140.1800,140.45115273629023
0,140.1850,140.2400,140.1000,140.3353245504387
0,140.0900,140.2000,140.0700,140.33675021094035
0,140.0100,140.1672,139.9600,140.26847865284583
0,140.0600,140.1100,139.9950,140.22289012049765
0,140.2000,140.3300,140.0700,140.37129877330037
0,140.0900,140.2700,140.0500,140.37452863210245
0,140.2300,140.2500,140.0600,140.2828198355488
0,140.2900,140.3400,140.2100,140.44067743112527
0,140.3100,140.3100,140.2100,140.40532370980452
0,140.3300,140.3699,140.2700,140.48943238426625
0,140.3900,140.4250,140.2607,140.48830523032814
0,140.3662,140.4400,140.3550,140.59238413364676
0,140.3850,140.4601,140.3100,140.55938647971163
0,140.3700,140.4300,140.3500,140.57818926122258
0,140.3200,140.4300,140.2800,140.55039773527068
0,140.2100,140.3374,140.1700,140.45380565981952
0,137.9500,137.9500,137.5500,137.79481592297856
0,138.1300,138.2299,137.9200,138.20983701333427
0,138.3250,138.3250,138.1200,138.33160454974876
0,138.4500,138.4650,138.3300,138.5387370014131
0,138.3650,138.4501,138.3200,138.57017260945366
0,138.3559,138.4950,138.2900,138.5856776769917
0,138.4000,138.4400,138.2500,138.48325962916945
0,138.2600,138.4000,138.1400,138.44559764290335
0,138.4900,138.5100,138.2100,138.45018103716234
0,138.4100,138.4800,138.3800,138.61591101437358
0,138.3277,138.4858,138.2800,138.58726992764352
0,137.9500,137.9500,137.5500,137.79481592297856
0,138.1300,138.2299,137.9200,138.20983701333427
0,138.3250,138.3250,138.1200,138.33160454974876
0,138.4500,138.4650,138.3300,138.5387370014131
0,138.3650,138.4501,138.3200,138.57017260945366
0,138.3559,138.4950,138.2900,138.5856776769917
0,138.4000,138.4400,138.2500,138.48325962916945
0,138.2600,138.4000,138.1400,138.44559764290335
0,138.4900,138.5100,138.2100,138.45018103716234
0,138.4100,138.4800,138.3800,138.61591101437358
0,138.3277,138.4858,138.2800,138.58726992764352
0,138.0400,138.3550,137.9900,138.41920088305662
0,138.0300,138.1900,137.9900,138.29715257309888
0,138.0500,138.0700,137.9300,138.1422588309008
0,138.1450,138.2000,138.0100,138.25209361868176
0,138.0900,138.2174,138.0800,138.3567394237699
0,138.1900,138.2300,137.9100,138.16543648718113
0,138.1800,138.3400,138.1500,138.45556693016295
0,138.1900,138.2900,138.1100,138.377602995948
0,138.0623,138.1900,137.9100,138.2114290908329
0,137.9512,138.0800,137.9145,138.19679499570674
0,138.0300,138.0685,137.9244,138.14852408671038
0,137.9200,138.1297,137.9100,138.25047212104835
0,137.9900,138.0100,137.8300,138.04908662673427
0,138.1200,138.1200,137.9400,138.14711927579407
0,138.2100,138.2500,138.0800,138.30964804736436
0,138.2236,138.2700,138.0600,138.3004089099711
0,138.1600,138.3100,138.1400,138.4360660220163
0,138.2000,138.3000,138.1300,138.395891554174
0,138.0300,138.4300,138.0300,138.5165710909685
0,137.8800,138.1600,137.8600,138.2567270475643
0,137.7900,138.1600,137.7350,138.2075302581103
0,137.7000,137.9199,137.6100,137.97195561607066
0,137.5200,137.7800,137.4600,137.84776025550144
0,137.5250,137.6250,137.4100,137.68302694738566
0,137.4100,137.6300,137.3800,137.7314500934262
0,137.6100,137.8400,137.2700,137.68272556509493
0,137.0526,137.5400,136.9700,137.53774789857837
0,137.0500,137.0900,136.9700,137.1900035771081
0,136.9146,137.1400,136.7800,137.15319237102995
0,136.8550,136.9200,136.6600,136.91901954615574
0,136.7500,136.9000,136.6800,136.9834011850307
0,136.8100,136.8900,136.6400,136.90632180651983
0,136.6300,136.8650,136.5100,136.8878768250513
0,136.8900,136.8900,136.5500,136.7835408816299
0,136.9100,137.0000,136.8000,137.06385160787983
0,136.7700,136.9500,136.6900,137.0184271121349
0,136.6800,136.9300,136.6600,137.032361243373
0,136.7300,136.9000,136.4600,136.81331678083154
0,137.1800,137.1800,136.7400,136.9910057389903
0,136.8200,137.2096,136.7600,137.24773338415605
0,136.7300,136.9850,136.6200,137.01177127291652
0,136.9000,137.0000,136.7100,136.99536855096966
0,136.7200,136.9400,136.7000,137.0491096574618
0,137.1200,137.2400,136.7200,137.0572202293268
0,137.4100,137.4300,137.1200,137.36093101638818
0,137.6350,137.6400,137.3900,137.61174750555023
0,137.3100,137.6300,137.2999,137.7254616813646
0,137.6100,137.6500,137.3100,137.56835617537683
0,137.7900,137.8800,137.4800,137.7790508915393
0,137.7200,137.9497,137.6800,138.04097870959595
0,137.3900,137.7600,137.3800,137.8444289095348
0,137.2600,137.5005,137.1700,137.5475510178201
0,137.3950,137.4100,137.1000,137.33789649690448
0,137.2477,137.4700,137.2200,137.57269393550726
0,137.5800,137.7700,137.2300,137.61336899769117
0,137.4900,137.7700,137.4500,137.84981746275452
0,137.5000,137.6910,137.3600,137.70794438807758
0,137.6500,137.8800,137.4600,137.84695509654068
0,137.3400,137.7900,137.3400,137.86476362980332
0,137.8200,137.9900,137.2200,137.63107031901694
0,137.5800,137.8450,137.4700,137.87029756105503
0,137.6000,137.6950,137.4300,137.70867543561008
0,137.9568,137.9800,137.5500,137.8140009458342
0,138.3600,138.4300,137.9400,138.24296275502354
0,138.9700,139.0600,138.3450,138.69930465929843
0,138.9600,139.3800,138.9100,139.42153391066262
0,138.6800,139.0600,138.5100,139.01087740393484
0,138.7600,138.9100,138.4700,138.8130566998367
0,138.8000,138.8870,138.6600,138.92838242156608
0,138.8000,138.9100,138.7350,139.0083329878276
0,138.5400,138.8900,138.5000,138.95509852039163
0,138.4600,138.5500,138.4100,138.6649218162982
0,138.2700,138.4600,138.2400,138.56893532928092
0,138.2600,138.3550,138.1550,138.42308570914088
0,138.1500,138.3000,138.0900,138.39293874600617
0,138.1850,138.2450,138.0400,138.28773124335163
0,138.3500,138.3554,138.1300,138.34839941005347
0,138.3300,138.4350,138.3000,138.56300791249902
0,138.2200,138.4000,138.1700,138.49456874645625
0,138.1799,138.3300,138.1500,138.4478647516486
0,138.1100,138.2750,138.1000,138.40594443067272
0,138.4650,138.4900,138.0300,138.30070645260554
0,138.3500,138.4900,138.2850,138.58121616285587
0,138.2800,138.3551,138.2300,138.47319393581154
0,138.1250,138.3500,138.1250,138.47581253858704
0,138.1250,138.1800,138.0500,138.28175308298745
0,138.1300,138.1651,138.0600,138.27544996823764
0,138.1950,138.2500,138.1000,138.33525683721706
0,137.9638,138.2000,137.9200,138.28689717286204
0,138.0100,138.1750,137.9300,138.24789756619685
0,138.1690,138.1700,137.9500,138.16464922321586
0,138.2800,138.3000,138.1500,138.36418592782582
0,138.1700,138.3000,138.1300,138.41399084350059
0,138.1700,138.2200,138.1200,138.34361119507562
0,138.1200,138.2150,138.1200,138.36989542254722
0,138.0681,138.1600,138.0600,138.3088359553807
0,137.8500,138.0700,137.8410,138.1892325636519
0,138.0900,138.1100,137.8465,138.08004205188138
0,138.1628,138.1990,138.0500,138.27369674644564
0,138.3250,138.3500,138.1650,138.3882689001219
0,138.2300,138.3600,138.2000,138.48232432988306
0,138.3400,138.3800,138.1600,138.39836699759758
0,138.3300,138.3950,138.2700,138.50711915679977
0,138.3600,138.3650,138.2700,138.4657323390368
0,138.1500,138.3700,138.1500,138.4969537479259
0,138.2100,138.2900,138.1100,138.3655368030636
0,138.1650,138.2300,138.1400,138.3709493979649
0,138.2497,138.3050,138.1450,138.38220767848773
0,138.1500,138.2600,138.0950,138.3660284943884
0,138.2000,138.2600,138.1100,138.34828237106944
0,138.1900,138.2851,138.1300,138.39035851149282
0,138.0400,138.2184,138.0300,138.34628329395525
0,138.1400,138.1900,137.9600,138.20594979445056
0,138.0800,138.1950,138.0400,138.31226620860076
0,138.2473,138.3800,138.0100,138.33010021269615
0,138.2400,138.2800,138.1400,138.36451372204232
0,138.1500,138.2700,138.1200,138.39448993535393
0,138.2165,138.2700,138.0899,138.32944833050323
0,138.0755,138.2500,138.0755,138.3870673868443
0,138.0500,138.1100,137.9950,138.22712609068157
0,137.8750,138.0500,137.8200,138.14123770113997
0,137.8800,137.9400,137.8050,138.04041418976018
0,137.7500,137.9700,137.7200,138.07175560489011
0,137.5500,137.7753,137.5500,137.90052874007216
0,137.3500,137.6000,137.3000,137.67812456288542
0,137.6200,137.6300,137.3100,137.54679805997708
0,137.8050,137.8050,137.5700,137.78629857913748
0,137.7200,137.9000,137.7200,138.03551732786525
0,137.2900,137.7225,137.2900,137.801134310059
0,137.3500,137.4200,137.2300,137.48044238410432
0,137.3000,137.3478,137.2200,137.44628297528382
0,137.3700,137.4000,137.2400,137.4611307448571
0,137.2200,137.4500,137.1900,137.54904187591046
0,137.0049,137.2800,137.0036,137.39251988607754
0,136.9419,137.0500,136.8600,137.13309601319136
0,136.9600,137.0600,136.8800,137.14649776329918
0,137.0200,137.0600,136.8900,137.11857875724064
0,136.9000,137.0700,136.6300,136.98346953656346
0,136.8200,137.0250,136.8200,137.154114894746
0,136.6000,136.9200,136.5300,136.96522906170063
0,136.5500,136.7000,136.3100,136.6424687382948
0,136.6100,136.7300,136.4148,136.71632760887053
0,136.8800,136.8800,136.1900,136.48374685518388
0,135.9300,136.8900,135.9300,136.84938463920918
0,136.6000,136.8200,135.9500,136.40738875641978
0,135.0700,135.6500,135.0400,135.66879779694028
0,135.1700,135.2100,135.0200,135.25035727026238
0,135.2900,135.4200,135.1500,135.44860725574165
0,135.5300,135.5450,135.2000,135.44224217258716
0,135.4100,135.5500,135.2800,135.5847571653906
0,135.3700,135.5000,135.3400,135.61975443933375
0,135.2799,135.4000,135.1600,135.4474552367854
0,135.2900,135.4250,135.2400,135.5270046638334
0,135.1800,135.3050,134.9200,135.23527228792153
0,135.1800,135.2300,135.0500,135.28468791056187
0,135.3000,135.4500,135.1100,135.43274339735694
0,135.4800,135.5400,135.0900,135.377451101517
0,135.3700,135.5200,135.2100,135.5276450145601
0,135.2100,135.4300,135.2100,135.55431197232627
